"ID","age","momID","dadID","pheno","HvsW","sex","gen","alive","gendead","yearSpawned","fate","L1m","L2m","L3m","L4m","L5m","L1d","L2d","L3d","L4d","L5d"
4999,1,3746,3594,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,13,14,16
5000,1,3788,3861,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,11,12,14,16
5001,1,4424,3696,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,10,12,15,17
5002,1,4481,3936,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,12,14,17
5003,1,3835,4209,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,12,14,16
5004,1,3860,3504,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,11,12,14,17
5005,1,3327,3979,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,10,13,14,16
5006,1,3502,4178,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,15,17
5007,1,3757,4607,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,12,15,16
5008,1,4191,3494,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,11,13,15,16
5009,1,3676,4262,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,15,17
5010,1,3618,3442,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,12,15,17
5011,1,3969,3296,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,13,15,17
5012,1,3846,4087,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,12,14,16
5013,1,3617,3699,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,12,15,17
5014,1,3887,3976,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,11,13,15,17
5015,1,3828,4398,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,12,15,16
5016,1,4505,3726,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,11,13,15,16
5017,1,3508,3556,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,12,14,17
5018,1,3811,3318,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,14,16
5019,1,3406,3317,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,13,14,17
5020,1,3596,4213,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,11,12,14,16
5021,1,4116,4204,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,13,15,16
5022,1,4364,3520,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,12,14,17
5023,1,3879,3202,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,12,15,16
5024,1,4297,4579,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,13,15,16
5025,1,4250,4231,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,11,13,15,16
5026,1,3597,3852,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,11,13,14,17
5027,1,3597,3852,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,13,14,17
5028,1,3392,3569,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,11,12,14,17
5029,1,4559,4359,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,13,15,17
5030,1,4523,4319,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,10,13,14,17
5031,1,3989,3822,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,12,14,17
5032,1,4162,4143,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,13,15,17
5033,1,3887,3976,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,13,15,17
5034,1,3352,3823,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,11,12,15,16
5035,1,4227,3241,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,11,13,14,17
5036,1,4589,3210,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,13,15,17
5037,1,3625,3820,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,11,12,15,16
5038,1,4536,3927,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,15,17
5039,1,4215,4601,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,13,14,17
5040,1,3913,3791,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,12,15,16
5041,1,4259,3895,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,11,13,14,17
5042,1,4351,3877,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,10,13,14,17
5043,1,4567,3608,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,12,14,17
5044,1,4119,4047,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,15,16
5045,1,3352,3823,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,12,14,16
5046,1,4208,3589,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,12,14,16
5047,1,4687,4054,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,11,13,15,17
5048,1,3816,3461,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,14,16
5049,1,3903,4346,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,14,17
5050,1,3377,3389,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,12,14,17
5051,1,4224,3435,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,12,14,17
5052,1,3985,4147,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,11,12,14,16
5053,1,4384,3299,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,12,15,16
5054,1,3242,3703,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,12,15,16
5055,1,4567,3608,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,12,14,17
5056,1,4049,4453,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,11,12,14,17
5057,1,3570,3294,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,13,15,16
5058,1,4466,3817,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,13,15,17
5059,1,4075,3915,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,12,15,16
5060,1,4053,3566,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,13,15,17
5061,1,4418,4166,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,13,15,16
5062,1,4028,4090,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,11,12,15,17
5063,1,3417,4022,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,12,14,16
5064,1,3226,4651,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,13,15,16
5065,1,3499,3966,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,10,13,14,16
5066,1,4083,4021,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,13,15,16
5067,1,3463,4551,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,11,13,14,17
5068,1,3617,3699,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,12,15,17
5069,1,3383,3487,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,13,15,17
5070,1,4053,3566,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,13,14,17
5071,1,3796,3415,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,12,15,16
5072,1,3962,3704,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,10,12,14,17
5073,1,3841,4105,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,10,12,15,17
5074,1,3203,4235,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,11,12,14,17
5075,1,4432,3262,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,12,14,16
5076,1,3808,3374,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,12,15,16
5077,1,4646,4518,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,14,16
5078,1,4043,3755,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,13,15,16
5079,1,4550,3781,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,15,16
5080,1,3707,3607,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,13,15,16
5081,1,3418,4193,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,12,15,16
5082,1,3388,3655,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,10,13,14,16
5083,1,4681,3585,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,15,17
5084,1,4528,3834,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,12,14,16
5085,1,3515,3218,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,13,14,17
5086,1,3321,3668,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,12,14,17
5087,1,3395,3870,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,12,14,16
5088,1,3236,3884,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,13,15,16
5089,1,3604,3734,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,13,15,17
5090,1,3264,4169,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,12,14,16
5091,1,4414,3891,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,12,14,16
5092,1,4512,3272,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,13,14,16
5093,1,3802,3631,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,13,14,17
5094,1,4184,3410,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,12,14,17
5095,1,3377,3389,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,12,14,17
5096,1,4088,4458,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,12,15,16
5097,1,3837,4543,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,15,17
5098,1,4076,3858,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,11,13,15,16
5099,1,4205,4158,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,14,16
5100,1,3534,3301,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,11,12,15,16
5101,1,4414,3891,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,12,14,17
5102,1,3247,4141,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,13,15,16
5103,1,4409,3476,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,12,15,17
5104,1,3838,4649,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,10,12,14,17
5105,1,4283,4113,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,13,15,17
5106,1,4684,4019,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,12,15,17
5107,1,4288,4535,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,10,13,14,16
5108,1,3985,4147,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,11,12,14,17
5109,1,4522,4126,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,13,15,16
5110,1,3499,3966,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,13,14,16
5111,1,4611,3458,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,12,14,17
5112,1,3788,3861,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,11,13,14,17
5113,1,4550,3781,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,11,13,15,17
5114,1,3450,3702,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,12,14,16
5115,1,3239,4292,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,12,14,17
5116,1,3406,3317,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,11,13,14,16
5117,1,3910,3428,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,12,15,17
5118,1,3963,4488,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,13,14,16
5119,1,3754,3847,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,11,12,15,16
5120,1,3880,3981,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,13,15,16
5121,1,4099,3207,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,13,14,17
5122,1,4675,4329,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,12,14,17
5123,1,4217,3280,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,11,13,14,17
5124,1,3903,4346,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,12,14,16
5125,1,3373,4301,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,13,15,16
5126,1,3330,3624,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,11,13,15,16
5127,1,4233,4152,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,11,13,15,17
5128,1,4173,4406,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,14,17
5129,1,4128,3475,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,13,14,17
5130,1,3784,3971,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,13,15,16
5131,1,4326,3478,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,13,14,17
5132,1,3516,4081,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,10,12,14,16
5133,1,3810,4281,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,11,13,15,16
5134,1,3887,3976,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,12,15,16
5135,1,3366,3429,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,11,12,14,16
5136,1,3601,4175,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,10,12,15,17
5137,1,4494,3648,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,13,14,17
5138,1,4384,3299,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,12,15,16
5139,1,3625,3820,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,12,15,16
5140,1,4043,3755,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,13,14,16
5141,1,3388,3655,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,10,13,14,16
5142,1,4207,3687,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,12,15,16
5143,1,3914,3524,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,12,15,16
5144,1,3945,3324,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,11,12,14,16
5145,1,4294,3730,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,13,15,16
5146,1,4070,3938,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,11,13,15,17
5147,1,3242,3703,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,12,14,16
5148,1,4648,4182,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,12,15,16
5149,1,3630,3251,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,11,12,14,16
5150,1,4023,3584,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,12,14,17
5151,1,3821,3266,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,12,15,17
5152,1,3815,3434,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,14,16
5153,1,3886,3689,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,13,15,16
5154,1,4424,3696,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,13,15,17
5155,1,3444,4025,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,13,14,16
5156,1,3882,3328,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,13,15,16
5157,1,3357,3892,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,12,15,16
5158,1,4675,4329,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,12,15,17
5159,1,3423,3829,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,12,15,16
5160,1,3336,4064,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,12,14,16
5161,1,4613,4050,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,13,15,16
5162,1,3505,4071,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,11,13,14,16
5163,1,3793,4131,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,10,12,14,17
5164,1,3902,3380,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,10,13,15,16
5165,1,3914,3524,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,13,14,17
5166,1,4256,3551,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,12,14,16
5167,1,3899,3715,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,13,14,17
5168,1,4130,4614,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,12,15,17
5169,1,3815,3434,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,12,15,17
5170,1,4294,3730,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,13,14,16
5171,1,3423,3829,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,12,15,16
5172,1,4687,4054,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,13,15,17
5173,1,4447,4040,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,11,12,15,17
5174,1,3978,4251,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,11,12,15,16
5175,1,3692,4299,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,13,14,17
5176,1,3533,4480,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,13,14,17
5177,1,3283,4524,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,12,14,17
5178,1,3217,4650,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,10,13,15,16
5179,1,3617,3699,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,12,15,17
5180,1,3723,4125,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,13,15,16
5181,1,3388,3655,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,13,15,16
5182,1,3312,4153,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,12,15,16
5183,1,4026,3616,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,13,14,16
5184,1,4130,4614,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,12,15,16
5185,1,4473,4060,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,10,13,14,16
5186,1,3977,4620,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,12,15,16
5187,1,3220,4197,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,10,12,14,17
5188,1,3723,4125,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,10,13,15,16
5189,1,3253,3682,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,10,12,15,17
5190,1,4008,3453,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,11,12,14,16
5191,1,4145,4174,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,13,15,16
5192,1,3276,3721,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,11,13,15,16
5193,1,3887,3976,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,12,15,16
5194,1,3810,4281,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,13,14,17
5195,1,3765,3951,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,14,17
5196,1,3518,4402,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,10,12,15,17
5197,1,3378,3955,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,13,14,16
5198,1,3500,3421,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,11,13,14,17
5199,1,4069,4661,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,10,12,14,17
5200,1,3361,3806,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,11,12,15,16
5201,1,4278,4137,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,11,12,15,16
5202,1,3315,4394,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,11,13,14,17
5203,1,3746,3594,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,12,15,17
5204,1,3530,3449,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,10,12,14,17
5205,1,4286,3636,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,12,15,17
5206,1,3385,4114,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,13,15,16
5207,1,4133,3552,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,11,13,15,16
5208,1,3525,4391,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,11,12,14,16
5209,1,4463,4597,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,11,12,15,16
5210,1,3761,4234,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,17,  50,10,12,14,16
5211,1,4449,4132,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,13,14,16
5212,1,3923,4036,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,10,13,15,16
5213,1,3710,3422,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,13,14,17
5214,1,3431,3416,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,13,15,17
5215,1,4342,3705,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,11,12,14,17
5216,1,3751,4495,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,10,12,14,17
5217,1,4504,3634,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,13,15,17
5218,1,3778,3762,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,10,12,15,16
5219,1,3876,4157,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,12,15,17
5220,1,4565,3998,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,13,15,16
5221,1,3290,3824,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,12,14,16
5222,1,3989,3822,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,11,12,14,17
5223,1,3244,4515,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,13,15,17
5224,1,4617,4298,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,11,12,14,17
5225,1,3213,4693,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,11,13,14,16
5226,1,3252,3462,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,11,13,14,17
5227,1,3315,4394,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,15,17,  50,10,13,14,17
5228,1,4005,4314,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,10,12,14,17
5229,1,3562,4508,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,12,14,16
5230,1,4470,4118,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,12,14,16
5231,1,3601,4175,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,10,13,14,17
5232,1,4072,3929,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,11,12,14,16
5233,1,4631,3575,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,17,  50,10,12,14,16
5234,1,4072,3929,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,12,14,16
5235,1,3728,4341,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,17,  50,10,13,14,16
5236,1,3500,3421,  100,1,0,3,0,4,4,wildSpawn,  50,10,12,14,16,  50,11,12,14,17
5237,1,3388,3655,  100,1,0,3,0,4,4,wildSpawn,  50,10,13,15,16,  50,10,13,14,17
5238,1,3238,3952,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,16,  50,10,13,15,17
5239,1,3395,3870,  100,1,0,3,0,4,4,wildSpawn,  50,11,12,14,17,  50,10,12,14,16
5240,1,4232,4192,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,12,15,17
5241,1,4349,4006,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,16,  50,10,13,15,17
5242,1,3433,3216,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,10,12,15,17
5243,1,3505,4071,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,15,17,  50,10,13,14,17
5244,1,4334,4061,  100,1,1,3,0,4,4,wildSpawn,  50,10,12,15,16,  50,11,12,14,16
5245,1,4188,3300,  100,1,1,3,0,4,4,wildSpawn,  50,11,13,15,16,  50,11,13,14,17
5246,1,3537,3999,  100,1,1,3,0,4,4,wildSpawn,  50,11,12,15,17,  50,11,13,15,16
5247,1,3962,3704,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,16,  50,11,13,14,17
5248,1,4110,3598,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,11,12,14,17
5249,1,4342,3705,  100,1,1,3,0,4,4,wildSpawn,  50,10,13,14,16,  50,11,12,14,17
5250,1,3474,3843,  100,1,0,3,0,4,4,wildSpawn,  50,11,13,14,17,  50,11,13,14,16
